wikidata_scientist,wikidata_scientistWikipediaLink,wikidata_doctoralStudent,wikidata_doctoralStudentWikipediaLink,wikidata_fk,dbpedia_scientist,dbpedia_scientistLink,dbpedia_doctoralStudent,dbpedia_doctoralStudentLink,dbpedia_fk
,,,,,http://dbpedia.org/resource/Albert_Eschenmoser,/wiki/Albert_Eschenmoser,http://dbpedia.org/resource/Scott_E._Denmark,/wiki/Scott_E._Denmark,/wiki/Albert_Eschenmoser/wiki/Scott_E._Denmark
http://www.wikidata.org/entity/Q465715,/wiki/Alfr%C3%A9d_R%C3%A9nyi,http://www.wikidata.org/entity/Q16521758,/wiki/P%C3%A1l_Medgyessy,/wiki/Alfr%C3%A9d_R%C3%A9nyi/wiki/P%C3%A1l_Medgyessy,,,,,
http://www.wikidata.org/entity/Q92649,/wiki/Amir_Pnueli,http://www.wikidata.org/entity/Q102302123,/wiki/Ofer_Strichman,/wiki/Amir_Pnueli/wiki/Ofer_Strichman,,,,,
,,,,,http://dbpedia.org/resource/C._Vann_Woodward,/wiki/C._Vann_Woodward,http://dbpedia.org/resource/John_W._Blassingame,/wiki/John_W._Blassingame,/wiki/C._Vann_Woodward/wiki/John_W._Blassingame
,,,,,http://dbpedia.org/resource/Charles_H._Papas,/wiki/Charles_H._Papas,http://dbpedia.org/resource/Jerry_Harris_(scientist),/wiki/Jerry_Harris_(scientist),/wiki/Charles_H._Papas/wiki/Jerry_Harris_(scientist)
http://www.wikidata.org/entity/Q5302097,/wiki/Douglas_West_(mathematician),http://www.wikidata.org/entity/Q102146634,/wiki/Hunter_Snevily,/wiki/Douglas_West_(mathematician)/wiki/Hunter_Snevily,,,,,
,,,,,http://dbpedia.org/resource/Dragoslav_Mitrinović,/wiki/Dragoslav_Mitrinović,http://dbpedia.org/resource/Gradimir_Milovanovic,/wiki/Gradimir_Milovanovic,/wiki/Dragoslav_Mitrinović/wiki/Gradimir_Milovanovic
,,,,,http://dbpedia.org/resource/Esko_Ukkonen,/wiki/Esko_Ukkonen,http://dbpedia.org/resource/Heikki_Mannila,/wiki/Heikki_Mannila,/wiki/Esko_Ukkonen/wiki/Heikki_Mannila
http://www.wikidata.org/entity/Q327301,/wiki/George_David_Birkhoff,http://www.wikidata.org/entity/Q1336492,/wiki/Joseph_L._Walsh,/wiki/George_David_Birkhoff/wiki/Joseph_L._Walsh,,,,,
,,,,,http://dbpedia.org/resource/Georgiy_Shilov,/wiki/Georgiy_Shilov,http://dbpedia.org/resource/Mikhail_Semenovich_Agranovich,/wiki/Mikhail_Semenovich_Agranovich,/wiki/Georgiy_Shilov/wiki/Mikhail_Semenovich_Agranovich
,,,,,http://dbpedia.org/resource/Girolamo_Mercuriale,/wiki/Girolamo_Mercuriale,http://dbpedia.org/resource/Gaspard_Bauhin,/wiki/Gaspard_Bauhin,/wiki/Girolamo_Mercuriale/wiki/Gaspard_Bauhin
http://www.wikidata.org/entity/Q68225,/wiki/Gustav_Zeuner,http://www.wikidata.org/entity/Q61864,/wiki/Carl_von_Linde,/wiki/Gustav_Zeuner/wiki/Carl_von_Linde,,,,,
,,,,,http://dbpedia.org/resource/Harald_Cramér,/wiki/Harald_Cramér,http://dbpedia.org/resource/Leo_Törnqvist,/wiki/Leo_Törnqvist,/wiki/Harald_Cramér/wiki/Leo_Törnqvist
,,,,,http://dbpedia.org/resource/Harry_B._Gray,/wiki/Harry_B._Gray,http://dbpedia.org/resource/Jay_R._Winkler,/wiki/Jay_R._Winkler,/wiki/Harry_B._Gray/wiki/Jay_R._Winkler
http://www.wikidata.org/entity/Q1607017,/wiki/Henry_Mann,http://www.wikidata.org/entity/Q92869,/wiki/George_Marsaglia,/wiki/Henry_Mann/wiki/George_Marsaglia,,,,,
http://www.wikidata.org/entity/Q36067,/wiki/Hermann_Haken,http://www.wikidata.org/entity/Q40120306,/wiki/Viktor_K._Jirsa,/wiki/Hermann_Haken/wiki/Viktor_K._Jirsa,,,,,
http://www.wikidata.org/entity/Q4125281,/wiki/Iosif_Vorovich,http://www.wikidata.org/entity/Q4074294,/wiki/Vladimir_Babeshko,/wiki/Iosif_Vorovich/wiki/Vladimir_Babeshko,,,,,
,,,,,http://dbpedia.org/resource/Jan_Tinbergen,/wiki/Jan_Tinbergen,http://dbpedia.org/resource/Hans_van_den_Doel_(Labour_Party),/wiki/Hans_van_den_Doel_(Labour_Party),/wiki/Jan_Tinbergen/wiki/Hans_van_den_Doel_(Labour_Party)
http://www.wikidata.org/entity/Q29034984,/wiki/Jean_Gallier,http://www.wikidata.org/entity/Q18155616,/wiki/Wayne_Snyder,/wiki/Jean_Gallier/wiki/Wayne_Snyder,,,,,
,,,,,http://dbpedia.org/resource/John_H._Seinfeld,/wiki/John_H._Seinfeld,http://dbpedia.org/resource/Lynn_M._Russell,/wiki/Lynn_M._Russell,/wiki/John_H._Seinfeld/wiki/Lynn_M._Russell
http://www.wikidata.org/entity/Q193655,/wiki/John_Hasbrouck_Van_Vleck,http://www.wikidata.org/entity/Q64009815,/wiki/Robert_Finkelstein,/wiki/John_Hasbrouck_Van_Vleck/wiki/Robert_Finkelstein,,,,,
http://www.wikidata.org/entity/Q111637,/wiki/Leon_Henkin,http://www.wikidata.org/entity/Q61107163,/wiki/David_L._Ferguson,/wiki/Leon_Henkin/wiki/David_L._Ferguson,,,,,
,,,,,http://dbpedia.org/resource/Leonard_Eugene_Dickson,/wiki/Leonard_Eugene_Dickson,http://dbpedia.org/resource/Abraham_Adrian_Albert,/wiki/Abraham_Adrian_Albert,/wiki/Leonard_Eugene_Dickson/wiki/Abraham_Adrian_Albert
http://www.wikidata.org/entity/Q3271532,/wiki/Leonard_Parker,http://www.wikidata.org/entity/Q949565,/wiki/Laura_Mersini-Houghton,/wiki/Leonard_Parker/wiki/Laura_Mersini-Houghton,,,,,
http://www.wikidata.org/entity/Q304910,/wiki/Luis_Santal%C3%B3,http://www.wikidata.org/entity/Q60829798,/wiki/Rebeca_Guber,/wiki/Luis_Santal%C3%B3/wiki/Rebeca_Guber,,,,,
http://www.wikidata.org/entity/Q15127190,/wiki/Mars_Cramer,http://www.wikidata.org/entity/Q822826,/wiki/Bernard_van_Praag,/wiki/Mars_Cramer/wiki/Bernard_van_Praag,,,,,
,,,,,http://dbpedia.org/resource/Norman_Garmezy,/wiki/Norman_Garmezy,http://dbpedia.org/resource/Ann_Masten,/wiki/Ann_Masten,/wiki/Norman_Garmezy/wiki/Ann_Masten
http://www.wikidata.org/entity/Q66625186,/wiki/Patricio_Letelier,http://www.wikidata.org/entity/Q4682835,/wiki/Adilson_E._Motter,/wiki/Patricio_Letelier/wiki/Adilson_E._Motter,,,,,
http://www.wikidata.org/entity/Q1384983,/wiki/Peter_Sarnak,http://www.wikidata.org/entity/Q78100803,/wiki/Alexander_Gamburd,/wiki/Peter_Sarnak/wiki/Alexander_Gamburd,,,,,
http://www.wikidata.org/entity/Q544338,/wiki/Ralph_H._Fowler,http://www.wikidata.org/entity/Q1270832,/wiki/Noel_Slater,/wiki/Ralph_H._Fowler/wiki/Noel_Slater,,,,,
,,,,,http://dbpedia.org/resource/Ronald_Good,/wiki/Ronald_Good,http://dbpedia.org/resource/Eva_Crackles,/wiki/Eva_Crackles,/wiki/Ronald_Good/wiki/Eva_Crackles
,,,,,http://dbpedia.org/resource/Sebastian_Thrun,/wiki/Sebastian_Thrun,http://dbpedia.org/resource/David_Stavens,/wiki/David_Stavens,/wiki/Sebastian_Thrun/wiki/David_Stavens
,,,,,http://dbpedia.org/resource/Stephen_Hawking,/wiki/Stephen_Hawking,http://dbpedia.org/resource/Malcolm_Perry_(physicist),/wiki/Malcolm_Perry_(physicist),/wiki/Stephen_Hawking/wiki/Malcolm_Perry_(physicist)
http://www.wikidata.org/entity/Q1644671,/wiki/Tsit_Yuen_Lam,http://www.wikidata.org/entity/Q14491926,/wiki/Richard_Elman_(mathematician),/wiki/Tsit_Yuen_Lam/wiki/Richard_Elman_(mathematician),,,,,
,,,,,http://dbpedia.org/resource/Victor_Zue,/wiki/Victor_Zue,http://dbpedia.org/resource/Lori_Lamel,/wiki/Lori_Lamel,/wiki/Victor_Zue/wiki/Lori_Lamel
http://www.wikidata.org/entity/Q628694,/wiki/Albert_Ch%C3%A2telet,http://www.wikidata.org/entity/Q522105,/wiki/Andr%C3%A9_N%C3%A9ron,/wiki/Albert_Ch%C3%A2telet/wiki/Andr%C3%A9_N%C3%A9ron,,,,,
http://www.wikidata.org/entity/Q4524490,/wiki/Anatoly_Shirshov,http://www.wikidata.org/entity/Q334054,/wiki/Efim_Zelmanov,/wiki/Anatoly_Shirshov/wiki/Efim_Zelmanov,,,,,
http://www.wikidata.org/entity/Q60429,/wiki/C._V._Raman,http://www.wikidata.org/entity/Q6323839,/wiki/K._R._Ramanathan,/wiki/C._V._Raman/wiki/K._R._Ramanathan,,,,,
http://www.wikidata.org/entity/Q823446,/wiki/Edoardo_Vesentini,http://www.wikidata.org/entity/Q3845859,/wiki/Marco_Abate,/wiki/Edoardo_Vesentini/wiki/Marco_Abate,,,,,
http://www.wikidata.org/entity/Q89075,/wiki/Friedrich_Karl_Schmidt,http://www.wikidata.org/entity/Q10294567,/wiki/Helmut_Ulm,/wiki/Friedrich_Karl_Schmidt/wiki/Helmut_Ulm,,,,,
,,,,,http://dbpedia.org/resource/Gary_Grove_Koch,/wiki/Gary_Grove_Koch,http://dbpedia.org/resource/Judith_T._Lessler,/wiki/Judith_T._Lessler,/wiki/Gary_Grove_Koch/wiki/Judith_T._Lessler
http://www.wikidata.org/entity/Q84774,/wiki/Gustav_von_Escherich,http://www.wikidata.org/entity/Q1680982,/wiki/James_Pierpont_(mathematician),/wiki/Gustav_von_Escherich/wiki/James_Pierpont_(mathematician),,,,,
http://www.wikidata.org/entity/Q78448,/wiki/Heinz_Hopf,http://www.wikidata.org/entity/Q4722697,/wiki/Alfred_Fr%C3%B6licher,/wiki/Heinz_Hopf/wiki/Alfred_Fr%C3%B6licher,,,,,
http://www.wikidata.org/entity/Q718045,/wiki/Ilya_Piatetski-Shapiro,http://www.wikidata.org/entity/Q6526507,/wiki/Leonid_Vaserstein,/wiki/Ilya_Piatetski-Shapiro/wiki/Leonid_Vaserstein,,,,,
http://www.wikidata.org/entity/Q473790,/wiki/Joel_Lebowitz,http://www.wikidata.org/entity/Q101869,/wiki/Herbert_Spohn,/wiki/Joel_Lebowitz/wiki/Herbert_Spohn,,,,,
http://www.wikidata.org/entity/Q214549,/wiki/Joseph_Liouville,http://www.wikidata.org/entity/Q41485,/wiki/Eug%C3%A8ne_Charles_Catalan,/wiki/Joseph_Liouville/wiki/Eug%C3%A8ne_Charles_Catalan,,,,,
http://www.wikidata.org/entity/Q72538,/wiki/Karl_Christian_von_Langsdorf,http://www.wikidata.org/entity/Q215479,/wiki/Johann_Schweigger,/wiki/Karl_Christian_von_Langsdorf/wiki/Johann_Schweigger,,,,,
http://www.wikidata.org/entity/Q1738916,/wiki/Kenneth_M._Watson,http://www.wikidata.org/entity/Q59532705,/wiki/Shang-keng_Ma,/wiki/Kenneth_M._Watson/wiki/Shang-keng_Ma,,,,,
,,,,,http://dbpedia.org/resource/Marc_Davis_(astronomer),/wiki/Marc_Davis_(astronomer),http://dbpedia.org/resource/David_J._Schlegel,/wiki/David_J._Schlegel,/wiki/Marc_Davis_(astronomer)/wiki/David_J._Schlegel
http://www.wikidata.org/entity/Q178577,/wiki/Norbert_Wiener,http://www.wikidata.org/entity/Q11100642,/wiki/Abe_Gelbart,/wiki/Norbert_Wiener/wiki/Abe_Gelbart,,,,,
,,,,,http://dbpedia.org/resource/Paul_H._Harvey,/wiki/Paul_H._Harvey,http://dbpedia.org/resource/Georgina_Mace,/wiki/Georgina_Mace,/wiki/Paul_H._Harvey/wiki/Georgina_Mace
http://www.wikidata.org/entity/Q323337,/wiki/Sergei_Sobolev,http://www.wikidata.org/entity/Q66011519,/wiki/Vladimir_Kondrashov,/wiki/Sergei_Sobolev/wiki/Vladimir_Kondrashov,,,,,
,,,,,http://dbpedia.org/resource/Theodore_von_Kármán,/wiki/Theodore_von_Kármán,http://dbpedia.org/resource/Louis_Dunn,/wiki/Louis_Dunn,/wiki/Theodore_von_Kármán/wiki/Louis_Dunn
http://www.wikidata.org/entity/Q1733964,/wiki/Thomas_M._Cover,http://www.wikidata.org/entity/Q33019807,/wiki/Hal_S._Stern,/wiki/Thomas_M._Cover/wiki/Hal_S._Stern,,,,,
http://www.wikidata.org/entity/Q2531146,/wiki/Volker_Mehrmann,http://www.wikidata.org/entity/Q86718346,/wiki/Tatjana_Stykel,/wiki/Volker_Mehrmann/wiki/Tatjana_Stykel,,,,,
http://www.wikidata.org/entity/Q462762,/wiki/William_Cullen,http://www.wikidata.org/entity/Q6249410,/wiki/John_Morgan_(physician),/wiki/William_Cullen/wiki/John_Morgan_(physician),,,,,
http://www.wikidata.org/entity/Q1930684,/wiki/Witold_Hurewicz,http://www.wikidata.org/entity/Q29050628,/wiki/Barrett_O%27Neill,/wiki/Witold_Hurewicz/wiki/Barrett_O%27Neill,,,,,
http://www.wikidata.org/entity/Q4182313,/wiki/Yevgeny_Zababakhin,http://www.wikidata.org/entity/Q4056069,/wiki/Yevgeny_Avrorin,/wiki/Yevgeny_Zababakhin/wiki/Yevgeny_Avrorin,,,,,
http://www.wikidata.org/entity/Q777234,/wiki/Albert_W._Tucker,http://www.wikidata.org/entity/Q128736,/wiki/John_Forbes_Nash_Jr.,/wiki/Albert_W._Tucker/wiki/John_Forbes_Nash_Jr.,,,,,
http://www.wikidata.org/entity/Q552691,/wiki/Aleksey_Krylov,http://www.wikidata.org/entity/Q1396841,/wiki/Ilia_Vekua,/wiki/Aleksey_Krylov/wiki/Ilia_Vekua,,,,,
http://www.wikidata.org/entity/Q65589242,/wiki/Andreas_Smits,http://www.wikidata.org/entity/Q368476,/wiki/Johannes_Martin_Bijvoet,/wiki/Andreas_Smits/wiki/Johannes_Martin_Bijvoet,,,,,
http://www.wikidata.org/entity/Q60429,/wiki/C._V._Raman,http://www.wikidata.org/entity/Q325470,/wiki/Vikram_Sarabhai,/wiki/C._V._Raman/wiki/Vikram_Sarabhai,,,,,
http://www.wikidata.org/entity/Q557154,/wiki/Charles-Victor_Mauguin,http://www.wikidata.org/entity/Q111447,/wiki/Andr%C3%A9_Guinier,/wiki/Charles-Victor_Mauguin/wiki/Andr%C3%A9_Guinier,,,,,
,,,,,http://dbpedia.org/resource/Christopher_C._Cummins,/wiki/Christopher_C._Cummins,http://dbpedia.org/resource/Brandi_Cossairt,/wiki/Brandi_Cossairt,/wiki/Christopher_C._Cummins/wiki/Brandi_Cossairt
,,,,,http://dbpedia.org/resource/Ciprian_Foias,/wiki/Ciprian_Foias,http://dbpedia.org/resource/Adrian_Ocneanu,/wiki/Adrian_Ocneanu,/wiki/Ciprian_Foias/wiki/Adrian_Ocneanu
http://www.wikidata.org/entity/Q3002796,/wiki/Crispin_Nash-Williams,http://www.wikidata.org/entity/Q3710554,/wiki/Dragan_Maru%C5%A1i%C4%8D,/wiki/Crispin_Nash-Williams/wiki/Dragan_Maru%C5%A1i%C4%8D,,,,,
http://www.wikidata.org/entity/Q1174535,/wiki/David_George_Kendall,http://www.wikidata.org/entity/Q7025071,/wiki/Nicholas_Bingham,/wiki/David_George_Kendall/wiki/Nicholas_Bingham,,,,,
http://www.wikidata.org/entity/Q9123,/wiki/Ernest_Rutherford,http://www.wikidata.org/entity/Q80884,/wiki/James_Chadwick,/wiki/Ernest_Rutherford/wiki/James_Chadwick,,,,,
http://www.wikidata.org/entity/Q68225,/wiki/Gustav_Zeuner,http://www.wikidata.org/entity/Q1720563,/wiki/Moritz_Schr%C3%B6ter,/wiki/Gustav_Zeuner/wiki/Moritz_Schr%C3%B6ter,,,,,
,,,,,http://dbpedia.org/resource/Henry_F._Schaefer_III,/wiki/Henry_F._Schaefer_III,http://dbpedia.org/resource/Kwang_Soo_Kim,/wiki/Kwang_Soo_Kim,/wiki/Henry_F._Schaefer_III/wiki/Kwang_Soo_Kim
http://www.wikidata.org/entity/Q47285,/wiki/J._J._Thomson,http://www.wikidata.org/entity/Q699541,/wiki/G._I._Taylor,/wiki/J._J._Thomson/wiki/G._I._Taylor,,,,,
,,,,,http://dbpedia.org/resource/Jinzō_Matsumura,/wiki/Jinzō_Matsumura,http://dbpedia.org/resource/Bunzō_Hayata,/wiki/Bunzō_Hayata,/wiki/Jinzō_Matsumura/wiki/Bunzō_Hayata
,,,,,http://dbpedia.org/resource/Johan_de_Vree,/wiki/Johan_de_Vree,http://dbpedia.org/resource/Henk_Koppelaar,/wiki/Henk_Koppelaar,/wiki/Johan_de_Vree/wiki/Henk_Koppelaar
http://www.wikidata.org/entity/Q78580,/wiki/Johann_Radon,http://www.wikidata.org/entity/Q102079805,/wiki/Johann_Pfanzagl,/wiki/Johann_Radon/wiki/Johann_Pfanzagl,,,,,
http://www.wikidata.org/entity/Q536500,/wiki/Joseph_Larmor,http://www.wikidata.org/entity/Q711256,/wiki/Sydney_Chapman_(mathematician),/wiki/Joseph_Larmor/wiki/Sydney_Chapman_(mathematician),,,,,
,,,,,http://dbpedia.org/resource/Karl_Weierstrass,/wiki/Karl_Weierstrass,http://dbpedia.org/resource/Wilhelm_Killing,/wiki/Wilhelm_Killing,/wiki/Karl_Weierstrass/wiki/Wilhelm_Killing
http://www.wikidata.org/entity/Q983286,/wiki/Magnus_Hestenes,http://www.wikidata.org/entity/Q6105619,/wiki/J._Ernest_Wilkins_Jr.,/wiki/Magnus_Hestenes/wiki/J._Ernest_Wilkins_Jr.,,,,,
,,,,,http://dbpedia.org/resource/Maxime_Bôcher,/wiki/Maxime_Bôcher,http://dbpedia.org/resource/James_Waterman_Glover,/wiki/James_Waterman_Glover,/wiki/Maxime_Bôcher/wiki/James_Waterman_Glover
,,,,,http://dbpedia.org/resource/Michael_Schwartz_(sociologist),/wiki/Michael_Schwartz_(sociologist),http://dbpedia.org/resource/Dan_Clawson,/wiki/Dan_Clawson,/wiki/Michael_Schwartz_(sociologist)/wiki/Dan_Clawson
,,,,,http://dbpedia.org/resource/R._Graham_Cooks,/wiki/R._Graham_Cooks,http://dbpedia.org/resource/Gary_Glish,/wiki/Gary_Glish,/wiki/R._Graham_Cooks/wiki/Gary_Glish
http://www.wikidata.org/entity/Q78085,/wiki/Reinhold_Baer,http://www.wikidata.org/entity/Q6776264,/wiki/Martin_L._Newell,/wiki/Reinhold_Baer/wiki/Martin_L._Newell,,,,,
http://www.wikidata.org/entity/Q55412227,/wiki/Richard_J._Eden,http://www.wikidata.org/entity/Q1627065,/wiki/John_Clayton_Taylor,/wiki/Richard_J._Eden/wiki/John_Clayton_Taylor,,,,,
http://www.wikidata.org/entity/Q189997,/wiki/Robert_B._Laughlin,http://www.wikidata.org/entity/Q528491,/wiki/Deborah_Berebichez,/wiki/Robert_B._Laughlin/wiki/Deborah_Berebichez,,,,,
http://www.wikidata.org/entity/Q16018574,/wiki/Roy_Henry_Garstang,http://www.wikidata.org/entity/Q60834357,/wiki/Brian_Warner_(astronomer),/wiki/Roy_Henry_Garstang/wiki/Brian_Warner_(astronomer),,,,,
http://www.wikidata.org/entity/Q102077567,/wiki/Rupert_G._Miller,http://www.wikidata.org/entity/Q44134666,/wiki/Kathleen_Lamborn,/wiki/Rupert_G._Miller/wiki/Kathleen_Lamborn,,,,,
http://www.wikidata.org/entity/Q335027,/wiki/Seymour_Papert,http://www.wikidata.org/entity/Q93129,/wiki/Joel_Moses,/wiki/Seymour_Papert/wiki/Joel_Moses,,,,,
http://www.wikidata.org/entity/Q8987870,/wiki/Tai-Ping_Liu,http://www.wikidata.org/entity/Q27734935,/wiki/Shih-Hsien_Yu,/wiki/Tai-Ping_Liu/wiki/Shih-Hsien_Yu,,,,,
http://www.wikidata.org/entity/Q4422688,/wiki/Vladimir_Skulachev,http://www.wikidata.org/entity/Q517459,/wiki/Ruslan_Medzhitov,/wiki/Vladimir_Skulachev/wiki/Ruslan_Medzhitov,,,,,
http://www.wikidata.org/entity/Q95308,/wiki/Alfred_Brauer,http://www.wikidata.org/entity/Q67896999,/wiki/Emilie_Virginia_Haynsworth,/wiki/Alfred_Brauer/wiki/Emilie_Virginia_Haynsworth,,,,,
,,,,,http://dbpedia.org/resource/August_Gottlieb_Richter,/wiki/August_Gottlieb_Richter,http://dbpedia.org/resource/Justus_Christian_Loder,/wiki/Justus_Christian_Loder,/wiki/August_Gottlieb_Richter/wiki/Justus_Christian_Loder
http://www.wikidata.org/entity/Q15455202,/wiki/Benjamin_Weiss,http://www.wikidata.org/entity/Q102350887,/wiki/Michael_Hochman,/wiki/Benjamin_Weiss/wiki/Michael_Hochman,,,,,
http://www.wikidata.org/entity/Q694077,/wiki/Carl_Anton_Bjerknes,http://www.wikidata.org/entity/Q164389,/wiki/Vilhelm_Bjerknes,/wiki/Carl_Anton_Bjerknes/wiki/Vilhelm_Bjerknes,,,,,
,,,,,http://dbpedia.org/resource/Ernst_Gottfried_Baldinger,/wiki/Ernst_Gottfried_Baldinger,http://dbpedia.org/resource/Samuel_Thomas_von_Sömmerring,/wiki/Samuel_Thomas_von_Sömmerring,/wiki/Ernst_Gottfried_Baldinger/wiki/Samuel_Thomas_von_Sömmerring
http://www.wikidata.org/entity/Q963275,/wiki/Fischer_Black,http://www.wikidata.org/entity/Q18158537,/wiki/Ren%C3%A9_M._Stulz,/wiki/Fischer_Black/wiki/Ren%C3%A9_M._Stulz,,,,,
http://www.wikidata.org/entity/Q1522271,/wiki/Gian-Carlo_Rota,http://www.wikidata.org/entity/Q15453093,/wiki/Peter_Duren,/wiki/Gian-Carlo_Rota/wiki/Peter_Duren,,,,,
http://www.wikidata.org/entity/Q81082,/wiki/Henri_Poincar%C3%A9,http://www.wikidata.org/entity/Q560823,/wiki/Louis_Bachelier,/wiki/Henri_Poincar%C3%A9/wiki/Louis_Bachelier,,,,,
http://www.wikidata.org/entity/Q187170,/wiki/Jacques_Deny,http://www.wikidata.org/entity/Q574603,/wiki/Paul-Andr%C3%A9_Meyer,/wiki/Jacques_Deny/wiki/Paul-Andr%C3%A9_Meyer,,,,,
http://www.wikidata.org/entity/Q49355,/wiki/James_B._Conant,http://www.wikidata.org/entity/Q384156,/wiki/Louis_Fieser,/wiki/James_B._Conant/wiki/Louis_Fieser,,,,,
,,,,,http://dbpedia.org/resource/Johann_Elert_Bode,/wiki/Johann_Elert_Bode,http://dbpedia.org/resource/Johann_Pfaff,/wiki/Johann_Pfaff,/wiki/Johann_Elert_Bode/wiki/Johann_Pfaff
,,,,,http://dbpedia.org/resource/Jonathan_Austyn,/wiki/Jonathan_Austyn,http://dbpedia.org/resource/Caetano_Reis_e_Sousa,/wiki/Caetano_Reis_e_Sousa,/wiki/Jonathan_Austyn/wiki/Caetano_Reis_e_Sousa
http://www.wikidata.org/entity/Q904911,/wiki/Josiah_Parsons_Cooke,http://www.wikidata.org/entity/Q189465,/wiki/Theodore_William_Richards,/wiki/Josiah_Parsons_Cooke/wiki/Theodore_William_Richards,,,,,
,,,,,http://dbpedia.org/resource/Jule_Gregory_Charney,/wiki/Jule_Gregory_Charney,http://dbpedia.org/resource/Eugenia_Kalnay,/wiki/Eugenia_Kalnay,/wiki/Jule_Gregory_Charney/wiki/Eugenia_Kalnay
,,,,,http://dbpedia.org/resource/Lee_Ross,/wiki/Lee_Ross,http://dbpedia.org/resource/Sonja_Lyubomirsky,/wiki/Sonja_Lyubomirsky,/wiki/Lee_Ross/wiki/Sonja_Lyubomirsky
http://www.wikidata.org/entity/Q92826,/wiki/Terry_Winograd,http://www.wikidata.org/entity/Q17305708,/wiki/Alan_H._Borning,/wiki/Terry_Winograd/wiki/Alan_H._Borning,,,,,
http://www.wikidata.org/entity/Q164384,/wiki/Theodore_von_K%C3%A1rm%C3%A1n,http://www.wikidata.org/entity/Q163683,/wiki/Maurice_Anthony_Biot,/wiki/Theodore_von_K%C3%A1rm%C3%A1n/wiki/Maurice_Anthony_Biot,,,,,
,,,,,http://dbpedia.org/resource/Theodore_von_Kármán_bibliography,/wiki/Theodore_von_Kármán_bibliography,http://dbpedia.org/resource/Maurice_Anthony_Biot,/wiki/Maurice_Anthony_Biot,/wiki/Theodore_von_Kármán_bibliography/wiki/Maurice_Anthony_Biot
,,,,,http://dbpedia.org/resource/Vera_T._Sós,/wiki/Vera_T._Sós,http://dbpedia.org/resource/Katalin_Vesztergombi,/wiki/Katalin_Vesztergombi,/wiki/Vera_T._Sós/wiki/Katalin_Vesztergombi
http://www.wikidata.org/entity/Q8014144,/wiki/William_L._Burke,http://www.wikidata.org/entity/Q1676309,/wiki/J._Doyne_Farmer,/wiki/William_L._Burke/wiki/J._Doyne_Farmer,,,,,
http://www.wikidata.org/entity/Q450151,/wiki/Alexander_S._Kechris,http://www.wikidata.org/entity/Q4800189,/wiki/Arthur_Rubin,/wiki/Alexander_S._Kechris/wiki/Arthur_Rubin,,,,,
http://www.wikidata.org/entity/Q2008444,/wiki/Alexey_Lyapunov,http://www.wikidata.org/entity/Q3710046,/wiki/Oleg_Lupanov,/wiki/Alexey_Lyapunov/wiki/Oleg_Lupanov,,,,,
http://www.wikidata.org/entity/Q77078,/wiki/Arnold_Sommerfeld,http://www.wikidata.org/entity/Q91658,/wiki/Helmut_H%C3%B6nl,/wiki/Arnold_Sommerfeld/wiki/Helmut_H%C3%B6nl,,,,,
http://www.wikidata.org/entity/Q77078,/wiki/Arnold_Sommerfeld,http://www.wikidata.org/entity/Q95669,/wiki/Rudolf_Seeliger,/wiki/Arnold_Sommerfeld/wiki/Rudolf_Seeliger,,,,,
,,,,,http://dbpedia.org/resource/Arthur_Wightman,/wiki/Arthur_Wightman,http://dbpedia.org/resource/Jerrold_Marsden,/wiki/Jerrold_Marsden,/wiki/Arthur_Wightman/wiki/Jerrold_Marsden
,,,,,http://dbpedia.org/resource/Bernhard_Tollens,/wiki/Bernhard_Tollens,http://dbpedia.org/resource/Homer_Jay_Wheeler,/wiki/Homer_Jay_Wheeler,/wiki/Bernhard_Tollens/wiki/Homer_Jay_Wheeler
,,,,,http://dbpedia.org/resource/Daniel_G._Nocera,/wiki/Daniel_G._Nocera,http://dbpedia.org/resource/Kwabena_Bediako,/wiki/Kwabena_Bediako,/wiki/Daniel_G._Nocera/wiki/Kwabena_Bediako
,,,,,http://dbpedia.org/resource/David_Collier_(political_scientist),/wiki/David_Collier_(political_scientist),http://dbpedia.org/resource/Steven_Levitsky,/wiki/Steven_Levitsky,/wiki/David_Collier_(political_scientist)/wiki/Steven_Levitsky
,,,,,http://dbpedia.org/resource/Donald_Howard_Menzel,/wiki/Donald_Howard_Menzel,http://dbpedia.org/resource/Jesse_L._Greenstein,/wiki/Jesse_L._Greenstein,/wiki/Donald_Howard_Menzel/wiki/Jesse_L._Greenstein
,,,,,http://dbpedia.org/resource/Donald_J._DePaolo,/wiki/Donald_J._DePaolo,http://dbpedia.org/resource/Daniel_P._Schrag,/wiki/Daniel_P._Schrag,/wiki/Donald_J._DePaolo/wiki/Daniel_P._Schrag
,,,,,http://dbpedia.org/resource/Donald_Pederson,/wiki/Donald_Pederson,http://dbpedia.org/resource/A._Richard_Newton,/wiki/A._Richard_Newton,/wiki/Donald_Pederson/wiki/A._Richard_Newton
,,,,,http://dbpedia.org/resource/Edward_Adelson,/wiki/Edward_Adelson,http://dbpedia.org/resource/William_T._Freeman,/wiki/William_T._Freeman,/wiki/Edward_Adelson/wiki/William_T._Freeman
,,,,,http://dbpedia.org/resource/Edwin_Holt,/wiki/Edwin_Holt,http://dbpedia.org/resource/Edward_C._Tolman,/wiki/Edward_C._Tolman,/wiki/Edwin_Holt/wiki/Edward_C._Tolman
